Pollutant,Measure,Measure Info,Location,Period,Start_Date,Value
Nitrogen dioxide (NO2),Mean,ppb,Union Square - Lower East Side,Winter 2020-21,2020-12-01,24.08478387
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Winter 2015-16,2015-12-01,27.51
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Summer 2016,2016-06-01,20.56
Nitrogen dioxide (NO2),Mean,ppb,High Bridge - Morrisania,Summer 2021,2021-06-01,14.18961104
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Summer 2013,2013-06-01,11.46
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Annual Average 2016,2015-12-31,9.53
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2013,2013-06-01,12.22
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2012,2012-06-01,12.25
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Winter 2021-22,2021-12-01,8.39859803
Fine particles (PM 2.5),Mean,mcg/m3,High Bridge - Morrisania,Summer 2012,2012-06-01,11.03
Fine particles (PM 2.5),Mean,mcg/m3,High Bridge - Morrisania,Summer 2013,2013-06-01,10.95
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Winter 2021-22,2021-12-01,23.43545911
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Summer 2021,2021-06-01,11.36657578
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Annual Average 2016,2015-12-31,24.35
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Summer 2021,2021-06-01,15.66316604
Nitrogen dioxide (NO2),Mean,ppb,East New York,Annual Average 2011,2010-12-01,22.9
Nitrogen dioxide (NO2),Mean,ppb,East New York,Annual Average 2009,2008-12-01,23.9
Nitrogen dioxide (NO2),Mean,ppb,East New York,Annual Average 2020,2020-01-01,15.74
Nitrogen dioxide (NO2),Mean,ppb,East New York,Winter 2018-19,2018-12-01,21.57
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Summer 2023,2023-06-01,12.30403871
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Annual Average 2015,2015-01-01,20.83
Nitrogen dioxide (NO2),Mean,ppb,Fordham - Bronx Pk,Summer 2014,2014-06-01,15.79
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point and Longwood (CD2),Winter 2021-22,2021-12-01,24.47918464
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point and Longwood (CD2),Annual Average 2018,2018-01-01,20.45
Nitrogen dioxide (NO2),Mean,ppb,High Bridge - Morrisania,Summer 2013,2013-06-01,19.9
Nitrogen dioxide (NO2),Mean,ppb,Union Square - Lower East Side,Winter 2010-11,2010-12-01,35.45
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Annual Average 2017,2017-01-01,24.55
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Winter 2014-15,2014-12-01,24.9
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Annual Average 2011,2010-12-01,29.3
Nitrogen dioxide (NO2),Mean,ppb,Flushing - Clearview,Summer 2014,2014-06-01,14.58
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Summer 2011,2011-06-01,12.59
Fine particles (PM 2.5),Mean,mcg/m3,Greenpoint and Williamsburg (CD1),Summer 2012,2012-06-01,11.78
Fine particles (PM 2.5),Mean,mcg/m3,Fort Greene and Brooklyn Heights (CD2),Annual Average 2018,2018-01-01,7.75
Nitrogen dioxide (NO2),Mean,ppb,Stuyvesant Town and Turtle Bay (CD6),Summer 2021,2021-06-01,18.63333083
Nitrogen dioxide (NO2),Mean,ppb,Clinton and Chelsea (CD4),Summer 2021,2021-06-01,19.19069483
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Winter 2012-13,2012-12-01,27.11
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Summer 2010,2010-06-01,20.85
Nitrogen dioxide (NO2),Mean,ppb,Upper East Side,Summer 2011,2011-06-01,28.61
Nitrogen dioxide (NO2),Mean,ppb,Upper East Side,Winter 2015-16,2015-12-01,28.02
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Summer 2021,2021-06-01,11.86223722
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park,Annual Average 2016,2015-12-31,8.4
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park,Winter 2021-22,2021-12-01,7.303354116
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant - Crown Heights,Summer 2013,2013-06-01,10.32
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2016,2015-12-31,7.94
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2018,2018-01-01,7.27
Fine particles (PM 2.5),Mean,mcg/m3,Upper East Side,Summer 2012,2012-06-01,12.14
Fine particles (PM 2.5),Mean,mcg/m3,Fordham - Bronx Pk,Winter 2021-22,2021-12-01,7.350776341
Fine particles (PM 2.5),Mean,mcg/m3,Fordham - Bronx Pk,Annual Average 2016,2015-12-31,7.57
Fine particles (PM 2.5),Mean,mcg/m3,Crotona -Tremont,Annual Average 2018,2018-01-01,7.53
Fine particles (PM 2.5),Mean,mcg/m3,Fordham - Bronx Pk,Summer 2014,2014-06-01,8.76
Fine particles (PM 2.5),Mean,mcg/m3,Flushing - Clearview,Summer 2014,2014-06-01,8.19
Fine particles (PM 2.5),Mean,mcg/m3,Flushing - Clearview,Annual Average 2015,2015-01-01,8.45
Fine particles (PM 2.5),Mean,mcg/m3,Crotona -Tremont,Summer 2014,2014-06-01,9.29
Nitrogen dioxide (NO2),Mean,ppb,Stuyvesant Town and Turtle Bay (CD6),Winter 2021-22,2021-12-01,25.41068875
Nitrogen dioxide (NO2),Mean,ppb,Crotona -Tremont,Annual Average 2018,2018-01-01,19.76
Nitrogen dioxide (NO2),Mean,ppb,Crotona -Tremont,Winter 2021-22,2021-12-01,22.44201078
Nitrogen dioxide (NO2),Mean,ppb,Crotona -Tremont,Winter 2014-15,2014-12-01,25.56
Nitrogen dioxide (NO2),Mean,ppb,Bedford Stuyvesant - Crown Heights,Annual Average 2021,2021-01-01,17.11865235
Nitrogen dioxide (NO2),Mean,ppb,Upper East Side,Winter 2010-11,2010-12-01,35.88
Nitrogen dioxide (NO2),Mean,ppb,Upper East Side,Summer 2009,2009-06-01,30.94
Nitrogen dioxide (NO2),Mean,ppb,Upper East Side,Annual Average 2013,2012-12-01,28.59
Nitrogen dioxide (NO2),Mean,ppb,Southern SI,Winter 2008-09,2008-12-01,20.47
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant - Crown Heights,Summer 2023,2023-06-01,8.865704873
Fine particles (PM 2.5),Mean,mcg/m3,Sunset Park,Annual Average 2015,2015-01-01,9.45
Fine particles (PM 2.5),Mean,mcg/m3,East Harlem,Annual Average 2011,2010-12-01,11.12
Fine particles (PM 2.5),Mean,mcg/m3,Crotona -Tremont,Winter 2020-21,2020-12-01,6.759385889
Fine particles (PM 2.5),Mean,mcg/m3,Highbridge and Concourse (CD4),Annual Average 2012,2011-12-01,10.4
Fine particles (PM 2.5),Mean,mcg/m3,Flatlands and Canarsie (CD18),Summer 2022,2022-06-01,5.900416654
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point - Mott Haven,Annual Average 2021,2021-01-01,6.979984447
Fine particles (PM 2.5),Mean,mcg/m3,Greenwich Village - SoHo,Winter 2010-11,2010-12-01,14.62
Fine particles (PM 2.5),Mean,mcg/m3,Greenwich Village - SoHo,Summer 2009,2009-06-01,12.9
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point - Mott Haven,Winter 2014-15,2014-12-01,10.51
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Winter 2010-11,2010-12-01,11.81
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Summer 2009,2009-06-01,10.35
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Annual Average 2013,2012-12-01,8.18
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Winter 2014-15,2014-12-01,8.84
Fine particles (PM 2.5),Mean,mcg/m3,Bronx,Winter 2014-15,2014-12-01,10.21
Nitrogen dioxide (NO2),Mean,ppb,Bushwick (CD4),Winter 2015-16,2015-12-01,24.46
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush (CD17),Summer 2011,2011-06-01,18.77
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush (CD17),Summer 2010,2010-06-01,18.94
Nitrogen dioxide (NO2),Mean,ppb,Flatlands and Canarsie (CD18),Summer 2011,2011-06-01,14.28
Nitrogen dioxide (NO2),Mean,ppb,Jackson Heights (CD3),Summer 2016,2016-06-01,15.5
Nitrogen dioxide (NO2),Mean,ppb,Highbridge and Concourse (CD4),Summer 2016,2016-06-01,17.34
Nitrogen dioxide (NO2),Mean,ppb,Highbridge and Concourse (CD4),Winter 2015-16,2015-12-01,24.9
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush (CD17),Summer 2013,2013-06-01,16.68
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush (CD17),Summer 2012,2012-06-01,16.97
Nitrogen dioxide (NO2),Mean,ppb,Jackson Heights (CD3),Annual Average 2016,2015-12-31,20.32
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point - Mott Haven,Annual Average 2023,2023-01-01,17.52685837
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point - Mott Haven,Summer 2015,2015-06-01,16.47
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Summer 2016,2016-06-01,22.17
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Winter 2020-21,2020-12-01,25.41772516
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point - Mott Haven,Summer 2016,2016-06-01,15.59
Nitrogen dioxide (NO2),Mean,ppb,Brooklyn,Winter 2015-16,2015-12-01,23.38
Nitrogen dioxide (NO2),Mean,ppb,Brooklyn,Summer 2016,2016-06-01,13.62
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point - Mott Haven,Annual Average 2018,2018-01-01,20.23
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Annual Average 2016,2015-12-31,25.93
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point - Mott Haven,Winter 2021-22,2021-12-01,23.4007227
Fine particles (PM 2.5),Mean,mcg/m3,Gramercy Park - Murray Hill,Summer 2013,2013-06-01,14.14
Fine particles (PM 2.5),Mean,mcg/m3,Greenwich Village - SoHo,Winter 2021-22,2021-12-01,9.025038107
Fine particles (PM 2.5),Mean,mcg/m3,Greenpoint and Williamsburg (CD1),Summer 2021,2021-06-01,9.719802171
Fine particles (PM 2.5),Mean,mcg/m3,Greenpoint and Williamsburg (CD1),Summer 2013,2013-06-01,11.64
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City and Astoria (CD1),Winter 2018-19,2018-12-01,7.81
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City and Astoria (CD1),Annual Average 2020,2020-01-01,6.47
Fine particles (PM 2.5),Mean,mcg/m3,Woodside and Sunnyside (CD2),Annual Average 2015,2015-01-01,10.31
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Annual Average 2020,2020-01-01,6.3
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Winter 2018-19,2018-12-01,8.24
Fine particles (PM 2.5),Mean,mcg/m3,Hunts Point and Longwood (CD2),Annual Average 2015,2015-01-01,9.85
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Winter 2020-21,2020-12-01,7.710772492
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2011,2011-06-01,13.21
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Winter 2015-16,2015-12-01,10.28
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2010,2010-06-01,13.75
Fine particles (PM 2.5),Mean,mcg/m3,High Bridge - Morrisania,Summer 2011,2011-06-01,12.14
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Winter 2020-21,2020-12-01,6.651149578
Fine particles (PM 2.5),Mean,mcg/m3,High Bridge - Morrisania,Summer 2010,2010-06-01,12.66
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Winter 2008-09,2008-12-01,14.47
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Winter 2008-09,2008-12-01,36.38
Nitrogen dioxide (NO2),Mean,ppb,Flushing - Clearview,Annual Average 2022,2022-01-01,15.16056711
Nitrogen dioxide (NO2),Mean,ppb,Flushing - Clearview,Winter 2008-09,2008-12-01,27.65
Nitrogen dioxide (NO2),Mean,ppb,Fordham - Bronx Pk,Winter 2008-09,2008-12-01,29.69
Nitrogen dioxide (NO2),Mean,ppb,East Harlem,Annual Average 2022,2022-01-01,16.68890291
Nitrogen dioxide (NO2),Mean,ppb,Coney Island - Sheepshead Bay,Annual Average 2012,2011-12-01,17.21
Nitrogen dioxide (NO2),Mean,ppb,Manhattan,Summer 2022,2022-06-01,15.44110312
Nitrogen dioxide (NO2),Mean,ppb,High Bridge - Morrisania,Summer 2009,2009-06-01,26.46
Nitrogen dioxide (NO2),Mean,ppb,Financial District (CD1),Summer 2022,2022-06-01,16.94902038
Nitrogen dioxide (NO2),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Summer 2022,2022-06-01,14.17662165
Fine particles (PM 2.5),Mean,mcg/m3,High Bridge - Morrisania,Annual Average 2019,2019-01-01,7.14
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Winter 2008-09,2008-12-01,12.56
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Annual Average 2022,2022-01-01,5.400702957
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2008-09,2008-12-01,11.72
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2013-14,2013-12-01,10.35
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City and Astoria (CD1),Winter 2015-16,2015-12-01,8.23
Nitrogen dioxide (NO2),Mean,ppb,Brownsville (CD16),Summer 2013,2013-06-01,17.72
Nitrogen dioxide (NO2),Mean,ppb,Brownsville (CD16),Annual Average 2018,2018-01-01,18.8
Nitrogen dioxide (NO2),Mean,ppb,Northeast Bronx,Annual Average 2021,2021-01-01,15.97800832
Nitrogen dioxide (NO2),Mean,ppb,Northeast Bronx,Annual Average 2017,2017-01-01,18.87
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Summer 2015,2015-06-01,19.02
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Winter 2020-21,2020-12-01,26.71253911
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Winter 2021-22,2021-12-01,7.365504023
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Annual Average 2018,2018-01-01,7.85
Fine particles (PM 2.5),Mean,mcg/m3,Northeast Bronx,Summer 2012,2012-06-01,10.23
Fine particles (PM 2.5),Mean,mcg/m3,Northeast Bronx,Summer 2021,2021-06-01,8.537768679
Fine particles (PM 2.5),Mean,mcg/m3,Northeast Bronx,Winter 2018-19,2018-12-01,7.19
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Summer 2021,2021-06-01,20.20289563
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Winter 2014-15,2014-12-01,27.03
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Annual Average 2017,2017-01-01,21.12
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Summer 2014,2014-06-01,15.06
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Summer 2014,2014-06-01,9.87
Fine particles (PM 2.5),Mean,mcg/m3,Fresh Meadows,Winter 2018-19,2018-12-01,6.83
Fine particles (PM 2.5),Mean,mcg/m3,Central Harlem - Morningside Heights,Summer 2016,2016-06-01,8.67
Fine particles (PM 2.5),Mean,mcg/m3,Midtown (CD5),Annual Average 2016,2015-12-31,11.34
Fine particles (PM 2.5),Mean,mcg/m3,Midtown (CD5),Winter 2021-22,2021-12-01,10.14130492
Fine particles (PM 2.5),Mean,mcg/m3,Brownsville (CD16),Winter 2018-19,2018-12-01,7.24
Fine particles (PM 2.5),Mean,mcg/m3,Northeast Bronx,Winter 2020-21,2020-12-01,6.322058055
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Winter 2015-16,2015-12-01,9.84
Fine particles (PM 2.5),Mean,mcg/m3,Fresh Meadows,Annual Average 2019,2019-01-01,6.16
Fine particles (PM 2.5),Mean,mcg/m3,Chelsea - Clinton,Annual Average 2019,2019-01-01,10.21
Nitrogen dioxide (NO2),Mean,ppb,Southwest Queens,Winter 2017-18,2017-12-01,23.99
Nitrogen dioxide (NO2),Mean,ppb,Southwest Queens,Annual Average 2019,2019-01-01,15.14
Nitrogen dioxide (NO2),Mean,ppb,Southwest Queens,Annual Average 2022,2022-01-01,14.25878433
Nitrogen dioxide (NO2),Mean,ppb,Southwest Queens,Winter 2013-14,2013-12-01,27.42
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Winter 2008-09,2008-12-01,30.46
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Annual Average 2019,2019-01-01,16.27
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,24.33
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Summer 2022,2022-06-01,13.40817829
Fine particles (PM 2.5),Mean,mcg/m3,Greenwich Village - SoHo,Summer 2013,2013-06-01,12.02
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Winter 2021-22,2021-12-01,6.721923463
Fine particles (PM 2.5),Mean,mcg/m3,Canarsie - Flatlands,Summer 2012,2012-06-01,9.95
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Annual Average 2018,2018-01-01,7.04
Fine particles (PM 2.5),Mean,mcg/m3,Bronx,Winter 2018-19,2018-12-01,7.46
Fine particles (PM 2.5),Mean,mcg/m3,Brooklyn,Annual Average 2011,2010-12-01,10.2
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Annual Average 2018,2018-01-01,24.79
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Annual Average 2018,2018-01-01,28.69
Nitrogen dioxide (NO2),Mean,ppb,Brooklyn,Annual Average 2016,2015-12-31,18.48
Nitrogen dioxide (NO2),Mean,ppb,Brooklyn,Annual Average 2018,2018-01-01,17.83
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Annual Average 2016,2015-12-31,18.86
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Annual Average 2018,2018-01-01,17.9
Nitrogen dioxide (NO2),Mean,ppb,Canarsie - Flatlands,Summer 2013,2013-06-01,12.05
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Winter 2021-22,2021-12-01,20.92609859
Nitrogen dioxide (NO2),Mean,ppb,Bronx,Summer 2013,2013-06-01,15.91
Nitrogen dioxide (NO2),Mean,ppb,West Queens,Annual Average 2018,2018-01-01,19.9
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood - Forest Hills,Summer 2021,2021-06-01,11.26079773
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood - Forest Hills,Summer 2012,2012-06-01,17.24
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood - Forest Hills,Summer 2013,2013-06-01,16.92
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Annual Average 2011,2010-12-01,26.64
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Annual Average 2020,2020-01-01,18.26
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Winter 2018-19,2018-12-01,24.83
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge - Riverdale,Annual Average 2015,2015-01-01,17.82
Nitrogen dioxide (NO2),Mean,ppb,Downtown - Heights - Slope,Summer 2014,2014-06-01,17.79
Nitrogen dioxide (NO2),Mean,ppb,Bronx,Summer 2012,2012-06-01,17.02
Nitrogen dioxide (NO2),Mean,ppb,Hunts Point - Mott Haven,Winter 2014-15,2014-12-01,25.21
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Winter 2010-11,2010-12-01,30.47
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Winter 2014-15,2014-12-01,25.7
Nitrogen dioxide (NO2),Mean,ppb,West Queens,Annual Average 2009,2008-12-01,25.81
Nitrogen dioxide (NO2),Mean,ppb,West Queens,Winter 2018-19,2018-12-01,24.36
Nitrogen dioxide (NO2),Mean,ppb,West Queens,Annual Average 2020,2020-01-01,17.79
Fine particles (PM 2.5),Mean,mcg/m3,Highbridge and Concourse (CD4),Winter 2021-22,2021-12-01,7.040065585
Fine particles (PM 2.5),Mean,mcg/m3,Highbridge and Concourse (CD4),Annual Average 2016,2015-12-31,8.25
Nitrogen dioxide (NO2),Mean,ppb,Washington Heights,Annual Average 2021,2021-01-01,17.1012008
Nitrogen dioxide (NO2),Mean,ppb,Washington Heights,Annual Average 2013,2012-12-01,22.79
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City - Astoria,Annual Average 2012,2011-12-01,9.84
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge - Riverdale,Summer 2022,2022-06-01,7.146132353
Fine particles (PM 2.5),Mean,mcg/m3,South Ozone Park and Howard Beach (CD10),Summer 2022,2022-06-01,6.044015426
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park (CD12),Annual Average 2012,2011-12-01,8.91
Fine particles (PM 2.5),Mean,mcg/m3,Bay Ridge and Dyker Heights (CD10),Annual Average 2012,2011-12-01,8.81
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights and Inwood (CD12),Summer 2022,2022-06-01,7.238636415
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights,Annual Average 2017,2017-01-01,7.79
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights,Summer 2012,2012-06-01,10.45
Fine particles (PM 2.5),Mean,mcg/m3,Washington Heights,Summer 2013,2013-06-01,10.35
Nitrogen dioxide (NO2),Mean,ppb,Throgs Neck and Co-op City (CD10),Summer 2010,2010-06-01,16.69
Nitrogen dioxide (NO2),Mean,ppb,Throgs Neck and Co-op City (CD10),Summer 2011,2011-06-01,16.19
Nitrogen dioxide (NO2),Mean,ppb,Williamsbridge and Baychester (CD12),Annual Average 2018,2018-01-01,15.81
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge - Riverdale,Winter 2014-15,2014-12-01,21.19
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge - Riverdale,Summer 2015,2015-06-01,14.28
Nitrogen dioxide (NO2),Mean,ppb,Kingsbridge - Riverdale,Summer 2019,2019-06-01,10.39
Nitrogen dioxide (NO2),Mean,ppb,Long Island City - Astoria,Summer 2011,2011-06-01,20.69
Nitrogen dioxide (NO2),Mean,ppb,Greenpoint,Summer 2013,2013-06-01,18.89
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park (CD12),Annual Average 2016,2015-12-31,7.49
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park (CD12),Summer 2021,2021-06-01,8.376875681
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge - Riverdale,Annual Average 2016,2015-12-31,7.5
Fine particles (PM 2.5),Mean,mcg/m3,Greenpoint,Summer 2013,2013-06-01,11.54
Fine particles (PM 2.5),Mean,mcg/m3,Long Island City - Astoria,Winter 2018-19,2018-12-01,8.62
Nitrogen dioxide (NO2),Mean,ppb,Long Island City - Astoria,Summer 2021,2021-06-01,15.46758654
Nitrogen dioxide (NO2),Mean,ppb,Williamsburg - Bushwick,Annual Average 2020,2020-01-01,18.5
Nitrogen dioxide (NO2),Mean,ppb,Williamsburg - Bushwick,Annual Average 2009,2008-12-01,27.13
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Summer 2014,2014-06-01,13.79
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Annual Average 2020,2020-01-01,14.81
Nitrogen dioxide (NO2),Mean,ppb,Williamsburg - Bushwick,Annual Average 2011,2010-12-01,25.75
Nitrogen dioxide (NO2),Mean,ppb,Throgs Neck and Co-op City (CD10),Summer 2012,2012-06-01,15.29
Nitrogen dioxide (NO2),Mean,ppb,Throgs Neck and Co-op City (CD10),Summer 2013,2013-06-01,13.57
Fine particles (PM 2.5),Mean,mcg/m3,Bayside and Little Neck (CD11),Summer 2022,2022-06-01,6.372066643
Fine particles (PM 2.5),Mean,mcg/m3,West Queens,Annual Average 2017,2017-01-01,7.93
Fine particles (PM 2.5),Mean,mcg/m3,West Queens,Winter 2010-11,2010-12-01,13.05
Fine particles (PM 2.5),Mean,mcg/m3,West Queens,Summer 2009,2009-06-01,11.13
Nitrogen dioxide (NO2),Mean,ppb,Morris Park and Bronxdale (CD11),Annual Average 2015,2015-01-01,19.63
Nitrogen dioxide (NO2),Mean,ppb,Parkchester and Soundview (CD9),Summer 2023,2023-06-01,13.30209579
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Winter 2013-14,2013-12-01,11.04
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Annual Average 2022,2022-01-01,5.401120876
Fine particles (PM 2.5),Mean,mcg/m3,West Queens,Annual Average 2012,2011-12-01,9.46
Nitrogen dioxide (NO2),Mean,ppb,Morningside Heights and Hamilton Heights (CD9),Winter 2015-16,2015-12-01,25.49
Nitrogen dioxide (NO2),Mean,ppb,East Harlem (CD11),Summer 2011,2011-06-01,23.21
Nitrogen dioxide (NO2),Mean,ppb,East Harlem (CD11),Summer 2010,2010-06-01,24.34
